Column,business_id,name,neighborhood,address,postal_code,latitude,longitude,stars,review_count,categories
157387,hgeDR7BLRcN24G5LCp-W7w,Taco Ole,Southeast,4912 S Eastern Ave,89119,36.0996,-115.1179537,3,3,Restaurants;Mexican
157425,tA5mqEP68qjbTFK9c14D7A,Pot Tea Social House,Southwest,7815 S Rainbow Blvd,89139,36.0464,-115.24358868600001,4,273,Asian Fusion;Seafood;Taiwanese;Food;Coffee & Tea;Restaurants
157426,Wone4SY2BQ6di_XnW7KW6w,TruFusion Blue Diamond,Southwest,4750 Blue Diamond Rd,89139,36.0347,-115.20636999999999,4.5,40,Pilates;Fitness & Instruction;Active Life;Yoga;Cycling Classes
157428,5llCyMtS_WyUVKXCtpdaJQ,Starbucks,Downtown,840 S Rancho Dr,89106,36.1614,-115.1729812,3,56,Coffee & Tea;Food
157429,d6_51PI94EC1C5sG9hi6HA,Timbers - Novat,Northwest,3370 Novat St,89129,36.2216,-115.32823870000001,3.5,67,Arts & Entertainment;Nightlife;American (Traditional);Restaurants;Breakfast & Brunch;Bars
157490,iO0SF5Eyfj7Ew1Cv_s1YnA,Bounty Hunter,Southeast,7141 S Eastern Ave,89119,36.0596,-115.119423,3.5,12,Bars;Nightlife
157585,C7cf37feESRY9Y7h3l8Zcg,Las Vegas Motorcars,,4200 W Russell Rd,89118,36.0869,-115.19619270000001,4.5,15,Automotive;Car Dealers
157628,W3P6OZNbFgyLHvUaD56NtQ,Nails,Chinatown,3675 S Decatur Blvd,89103,36.123,-115.20909209999999,2.5,7,Nail Salons;Beauty & Spas
157667,QjfCmeznfZC9BPowyO4Npw,Thai Original BBQ,Eastside,2680 S Maryland Pkwy,89109,36.1411,-115.13646409999998,3,107,Restaurants;Thai
157669,q4i-GbjeSp6ucBDXGE9DqA,Imsiam Thai Restaurant and Noodle,Westside,4105 W Sahara Ave,89102,36.144,-115.19589599999999,4.5,66,Noodles;Restaurants;Thai;Soup
157672,lWnG8JOua6jJ_STTLLstlg,Ice Land Vegas,Westside,1000 S Rampart Blvd,89145,36.1604,-115.28968300000001,4,39,Desserts;Cafes;Ice Cream & Frozen Yogurt;Food;Restaurants;Gelato;Coffee & Tea
157673,-ErwgUmZ1-jHW_rSu55jlg,"Menchie's Frozen Yogurt",,7500 W Lake Mead Blvd,89128,36.1962,-115.2575104,4,32,Food;Ice Cream & Frozen Yogurt
157681,C9ImzBi5fn742ZcAYDww2A,Rise & Shine - A Steak & Egg Place,Southwest,10690 Southern Highlands Pkwy,89141,35.9949,-115.2062178,4,1191,Food;Breakfast & Brunch;Steakhouses;American (Traditional);Grocery;Restaurants
157692,8C2oUFZ3WLumju4BJIdQbw,Buy Low,,1061 W Owens Ave,89106,36.1866,-115.1552827,3.5,4,Food;Grocery
157712,Xk_3qEetkDnXdrQjEOkFiw,Rush To Escape,Southeast,2185 E Windmill Ln,89123,36.0416,-115.12150660200001,5,91,Escape Games;Active Life
157720,Z0o7EnCj3fgzC7E3QRabhQ,"Little Tony's",,2411 W Sahara Ave,89102,36.1428,-115.1747468,4,158,Pizza;Restaurants;Italian
157749,B-e6YwrR772mFdcOij3vkg,VIP Smoke Shop,Spring Valley,4075 S Durango Dr,89147,36.1153,-115.28077590000001,2.5,10,Shopping;Tobacco Shops
157751,YGp45gzvugehrn56DQn9OQ,Epiphany Beauty Salon,Spring Valley,4705 S Durango Dr,89147,36.1021,-115.27993359999999,4.5,38,Nail Salons;Skin Care;Hair Salons;Beauty & Spas
157772,TiGaN6511lg_SgO2U75_FA,Subway,Downtown,755 S Grand Central Pkwy,89106,36.1643,-115.1574463,2.5,7,Sandwiches;Fast Food;Restaurants
157789,JJw8yxbtkhbDKvSAiDjuuA,Mike Whitford - State Farm Insurance Agent,Centennial,6485 N Decatur Blvd,89131,36.2771,-115.2071422,4,14,Auto Insurance;Financial Services;Insurance;Home & Rental Insurance
157796,bG8OeTrW5T7pRaDgKKUNAQ,Wolfgang Puck Express,Southeast,5757 Wayne Newton Blvd,89111,36.0824,-115.136106058,2.5,74,Pizza;American (New);Restaurants;Sandwiches
157816,u-YoPdndHt5i5Jg5eXmQjQ,Country Club Auto Spa,Southeast,9260 S Eastern Ave,89123,36.0209,-115.1180125,3.5,139,Automotive;Gas Stations;Auto Detailing;Smog Check Stations;Car Wash
157835,Lo-lpCxoP1_T3cvTpp4ZCw,Tenaya Creek Brewery,,831 W Bonanza Rd,89106,36.1767,-115.15320200000001,4.5,125,Breweries;Nightlife;Food;Beer Gardens
157842,pJpjgXH5lgJtIJos9GqetQ,Buffet of Buffets,The Strip,3570 S Las Vegas Blvd,89109,36.1179,-115.17495983799999,4,389,Restaurants;Buffets
157855,AoGCnRtwifZ2gTGHtg8KTw,Tokyo Sushi House,Summerlin,10040 W Cheyenne Ave,89129,36.2189,-115.314227343,3,298,Sushi Bars;Japanese;Restaurants
157865,M0-GUqlmY7crtQX3W-Fhxw,"Sara's Threading & Henna Art",Centennial,7570 Norman Rockwell Ln,89143,36.2984,-115.280151097,5,81,Tattoo;Beauty & Spas;Hair Removal;Eyelash Service;Henna Artists;Threading Services;Event Planning & Services
157880,XarMlmD4QuRgGdoYoKRRSQ,"Joe Philly's Pizza",Southeast,6400 S Eastern Ave,89119,36.0731,-115.1175712,3.5,152,Restaurants;Sandwiches;Food;Pizza;American (Traditional)
157888,4QmwJBk9VPKyO2DfUeIVWg,"Tommy Rocker's Mojave Beach Bar & Grill",,4275 Dean Martin Dr,89103,36.1121,-115.18231180000001,3.5,69,Bars;American (Traditional);Nightlife;Restaurants
157911,ubohTuCR5-Zst2u9N25kxw,TSA Checkpoint Terminal 1 - D - Mccarran International Airport,Southeast,5757 Wayne Newton Blvd,89119,36.085,-115.1511348,2,24,Public Services & Government
157912,Xy7PVlK8GxQc4d7bXtEqQw,The Shoppes at Mandalay Place,The Strip,3950 S Las Vegas Blvd,89119,36.0913,-115.17424709999999,3,19,Shopping;Shopping Centers
157919,XmNK5-_aMbz8RiqT0FxWGw,Persimmon Nails,Centennial,7120 N Durango Dr,89149,36.29,-115.28763909999998,3.5,80,Beauty & Spas;Nail Salons;Skin Care
157924,up0-n6m-utTT2Q4UCPi7fA,"Smith's",,3602 E Bonanza Rd,89110,36.1744,-115.09603773399999,2.5,7,Food;Department Stores;Fashion;Grocery;Shopping
157936,Io9dV9G_LgrXhdmMEFetPg,The Good Feet Store,,2600 W Sahara Ave,89102,36.1452,-115.1766297,2,33,Shopping;Fashion;Medical Centers;Shoe Stores;Doctors;Health & Medical;Pediatricians;Podiatrists;Orthotics
157937,3yhdmUXeZS5j9xZRcuIv0g,"Papa John's Pizza",Summerlin,10217 W Charleston Blvd,89135,36.1585,-115.3171465,2,4,Pizza;Restaurants
157945,M9zu5KTyVwVC-45Mn8Wp0g,Taste,Southwest,7945 S Rainbow Blvd,89139,36.0444,-115.24387898299999,4,74,Chinese;Restaurants;Seafood;Szechuan;Cantonese
157964,iqKQspor_8pUun9a9bpQ5g,Academy of Hair Design,Westside,5191 W Charleston Blvd,89146,36.1585,-115.21047539999999,4,19,Specialty Schools;Cosmetology Schools;Education
157967,y4N-fSlQDx2wRU51l0z7ZQ,"Rosati's Pizza",Spring Valley,7250 S Durango Dr,89113,36.0566,-115.278503,3.5,3,Restaurants;Italian;Pizza
157968,zzXuJF6UUT1kgTyCsmgDmQ,Sin City Spray Tans,Southeast,7380 S Eastern Ave,89123,36.0556,-115.11821754299999,5,4,Spray Tanning;Beauty & Spas;Tanning
157975,i_gm6O4IxLQICXVQvXvuUQ,Blend Beauty Bar,Southeast,3345 E Patrick Ln,89120,36.0786,-115.102572,5,25,Skin Care;Beauty & Spas;Cosmetics & Beauty Supply;Nail Salons;Hair Stylists;Hair Salons;Shopping;Massage;Day Spas;Makeup Artists
158000,ggh3iLNkRUKGYx3JJeJQtQ,Supercuts,Northwest,6020 W Craig Rd,89130,36.2395,-115.226397998,3.5,6,"Men's Hair Salons;Hair Salons;Cosmetics & Beauty Supply;Shopping;Hair Stylists;Beauty & Spas"
158008,95-TyX4V1tR62tOzfvSm8Q,Key Property Management,Southeast,9890 S Maryland Pkwy,89183,36.0108,-115.1350669,3.5,40,Home Services;Property Management;Real Estate;Real Estate Services;Real Estate Agents
158011,0WQVG1oZOkdUvi7XoGp5OA,"Johnny Fontane's Bar & Grill",Westside,5310 W Sahara Ave,89146,36.1448,-115.2139956,3.5,43,Bars;Nightlife;Sports Bars
158025,7IkSGKKiWhfkXQBCT8EOgA,Brentwood Cafe & Tavern,Southwest,7315 W Warm Springs Rd,89113,36.0555,-115.25198870000001,3.5,188,Food;Nightlife;Pubs;American (New);Karaoke;Event Planning & Services;Beer;Wine & Spirits;Restaurants;Sports Bars;Bars;Venues & Event Spaces
158092,j00iBr6uYnwgFs_J5y9f0w,"Rocco's NY Pizzeria",Spring Valley,6870 S Rainbow Blvd,89118,36.0642,-115.24156599999999,3.5,211,Food;Pasta Shops;Pizza;Italian;Restaurants;Specialty Food
158093,8DAw1T1DA2JqvU1zAByGKg,Rebel Oil Company,Spring Valley,4880 W Russell Rd,89118,36.087,-115.20754,2.5,5,Automotive;Gas Stations
158094,5c-b0ALS_DyLvRCGrlCTjA,Einstein Bros,Spring Valley,6870 S Rainbow Blvd,89118,36.064,-115.2415018,2.5,130,Food;Bagels
158096,YhlwjJ3Ufg8M2mxXfv0nRQ,Art of Cooking,Westside,8490 W Desert Inn Rd,89117,36.1303,-115.276372,5,7,Professional Services;Bakeries;Public Relations;Caterers;Event Planning & Services;Food;Venues & Event Spaces;Wedding Planning;Business Consulting;Party & Event Planning
158100,nSQBL7E9JdN40Dcg-QiFJA,Sports Bar - At Aria Resort & Casino,The Strip,3730 S Las Vegas Blvd,89109,36.1074,-115.173177,3,10,Sports Bars;Nightlife;Bars
158107,tsf1JNdeeQf_654YUSrzRw,"McMullan's Irish Pub",,4650 W Tropicana Ave,89103,36.1017,-115.2042887,4,447,Restaurants;Irish Pub;Nightlife;Bars;Irish;Breakfast & Brunch;Pubs
158137,b6LH0R-f6cmPT0dOzqkQUg,Mama Mia Pizza,Spring Valley,4155 S Buffalo Dr,89147,36.1133,-115.26161699999999,3.5,18,Italian;Restaurants;Pizza;Food
158162,UXmG40FfUFg_g306M_rmLQ,Rashin Beauty,,4001 S Decatur Blvd,89103,36.1181,-115.2093648,4,16,Beauty & Spas;Nail Salons;Hair Extensions;Hair Salons;Hair Stylists
158198,M0lm0fG0CNkHr-HV545FgQ,T-Mobile,Sunrise,6540 E Lake Mead Blvd,89156,36.1961,-115.0302817,2.5,5,Shopping;Mobile Phones
158213,Dr-x56k9JsRcgp2g1zvhcw,Dylans Sports Pub,Sunrise,40 N Nellis Blvd,89110,36.1598,-115.061811656,4.5,3,Nightlife;Sports Bars;Bars
158242,YDy_6nV9fSCkSXvxzaEPLg,Body Kneads Massage,Southeast,7400 S Las Vegas Blvd,89123,36.0518,-115.169168164,5,9,Resorts;Professional Services;Home Services;Hotels & Travel;Health & Medical;Beauty & Spas;Reflexology;Massage
158259,4v5c-NzIkLrhbEhY1rtohg,Cardio Barre - Las Vegas,Spring Valley,4555 S Fort Apache Rd,89147,36.1064,-115.29801950000001,5,22,Cardio Classes;Fitness & Instruction;Active Life;Gyms;Barre Classes
158262,nNV0E5Nve_dJ1uh_6nTK8w,Island Bar & Lounge,Eastside,2660 S Maryland Pkwy,89104,36.1412,-115.135870501,4.5,9,Nightlife;Local Flavor;Food;Beer;Wine & Spirits;Bars;Lounges;Sports Bars;Yelp Events
158280,ezHbVQA5FTsaSWZUm5X8eA,The Club At LAS Terminal 3,Southeast,5757 Wayne Newton Blvd,89119,36.086,-115.13367,4,4,Nightlife;Bars;Airport Lounges
158327,naRs_pZV1k6ANa6Hd_VHsw,Panda Express,The Strip,3475 S Las Vegas Blvd,89109,36.1193,-115.17177020000001,2.5,10,Restaurants;Fast Food;Chinese
158345,IOghEbYa-m_23D5QrnO6jw,Lash and Wax Room,Southeast,9850 S Maryland Pkwy,89183,36.0108,-115.13412686299999,5,11,Eyebrow Services;Beauty & Spas;Hair Removal;Waxing;Eyelash Service
158349,Uf3rraQFn2dc2ZoF47qOIw,Las Vegas Assembly Team,Westside,3170 Polaris Ave,89102,36.1319,-115.18673100000001,1.5,3,Local Services;Office Equipment;Couriers & Delivery Services;Shopping
158368,AGN788ObhwXu7rb8MEejIA,Sheik Shoes,Westside,4300 Meadows Ln,89107,36.1723,-115.1963237,1.5,4,Shopping;Fashion;Shoe Stores
158377,saEReEdDX5CjXZ-b65w0sw,Smoke Shop Plus,Southwest,7320 S Rainbow Blvd,89139,36.0554,-115.241332,4.5,22,Vape Shops;Shopping;Tobacco Shops
158383,9Rs7n2LbINBN8kLbScjhmA,The Crêpe,Westside,420 S Rampart Blvd,89145,36.1672,-115.2855925,3.5,179,Event Planning & Services;Arts & Entertainment;Desserts;Restaurants;Juice Bars & Smoothies;Cafes;Food;Food Delivery Services;Vegetarian;Breakfast & Brunch;Caterers;Nightlife;Music Venues;Creperies;Food Trucks
158384,1nM-ES-xVqL0yQGTCwtd-Q,Thai Taste,Westside,240 S Rainbow Blvd,89145,36.1713,-115.2448862,3.5,55,Thai;Chinese;Restaurants
158410,EMOm1OaQ8W1ptTGpwQa-JQ,CIA Customs,,5580 S Decatur Blvd,89118,36.089,-115.2072805,4.5,14,Automotive;Auto Customization;Tires;Car Stereo Installation
158424,yW0iwkmO-q9fmAtefA7EEg,Salon Indigo,Northwest,3250 N Tenaya Way,89129,36.2199,-115.25048329999998,5,28,Beauty & Spas;Hair Extensions;Hair Salons
158425,eshfr6MiMcjsyT31lNH07Q,M.J. Christensen Elementary School,The Lakes,9001 Mariner Cove Dr,89117,36.1373,-115.294354,3.5,3,Elementary Schools;Education
158452,-ADtl9bLp8wNqYX1k3KuxA,Ichi Ramen House,Centennial,7920 W Tropical Pkwy,89149,36.2716,-115.2676311,4,165,Restaurants;Sushi Bars;Ramen;Asian Fusion;Japanese
158502,RDw-K8fjs5Mporlq2KqTUg,Starbucks,,4985 W Tropicana Ave,89103,36.1004,-115.2091832,2.5,127,Coffee & Tea;Food
158514,xKzAibL1h9d23hb8e9Tbxg,Code Red Emergency Plumbing,Westside,3111 S Valley View,89102,36.1316,-115.192877166,4.5,40,Plumbing;Home Services;Water Heater Installation/Repair
158526,DxzAGrpddzgGmdtNBHgi8g,Baskin Robbins,The Lakes,9151 W Sahara Ave,89117,36.144,-115.297174,2,84,Ice Cream & Frozen Yogurt;Food
158561,Poe4wRP7qagO34HGenYUzw,Subway,Southwest,7425 S Durango Dr,89113,36.0533,-115.279632955,2.5,18,Fast Food;Restaurants;Sandwiches
158572,MxzMn4UAU-Vt-x2lyEqcDw,Maharaja Hookah Cafe,Downtown,506 Fremont St,89101,36.1691,-115.14024479999999,4,12,Coffee & Tea;Bars;Hookah Bars;Food;Nightlife
158601,s9zNmeJIu83WVL56QNLD2A,Panda Express,Southwest,4720 Blue Diamond Rd,89139,36.0342,-115.2054062,2.5,54,Fast Food;Chinese;Restaurants
158608,0uasL7MepHHQrVNgIhdG3g,Smoke 4 U,Southeast,467 E Silverado Ranch Blvd,89183,36.0121,-115.15323000000001,2.5,7,Shopping;Tobacco Shops
158661,cOinUcaLy9bZyvnTWub96Q,"Capriotti's Sandwich Shop",Downtown,200 Lewis Ave,89101,36.1664,-115.1462142,3.5,13,Restaurants;Sandwiches
158687,CIu7ybFJhERiWzugrkPb8g,The Grill At Valentino,The Strip,3355 Las Vegas Blvd,89109,36.1227,-115.1701939,4,9,Italian;Restaurants
158693,eTBNs0QYa9fUOrNsZEllAA,"Children's Learning Adventure",Southwest,6980 W Robindale Rd,89113,36.0489,-115.24501299999999,4,25,Active Life;Local Services;Summer Camps;Preschools;Education;Child Care & Day Care
158704,q3oJ6bNRV3OoJrwc95GOwg,Dirt Dog,Southwest,8390 S Rainbow Blvd,89139,36.0359,-115.24290718700001,4.5,631,Restaurants;Gastropubs;Desserts;American (New);Street Vendors;American (Traditional);Hot Dogs;Food
158725,mOvbferWGbESe8ZfinR9bg,Cartridge World,,9550 S Eastern Ave,89123,36.0147,-115.1173773,4.5,29,Shopping;Office Equipment
158729,aU5C1IEkw6ah_kM6IOvnxQ,Vegas Ink,The Strip,3735 S Las Vegas Blvd,89109,36.1068,-115.1705197,2.5,35,Beauty & Spas;Shopping;Tattoo;Jewelry
158731,NKg7XSXPlU8NGakmCeXGgw,Nevada Residential Services,Summerlin,10300 W Charleston Blvd,89135,36.1606,-115.32088519999999,5,149,Heating & Air Conditioning/HVAC;Air Duct Cleaning;Home Services;Handyman;Local Services;Plumbing
158741,PCZTS0oVFL5FC5MCjI5U4A,Barber Willy Classic Barber Shop,Chinatown,3650 S Jones Blvd,89103,36.123,-115.2241577,5,20,Beauty & Spas;Barbers
158809,aNZfRZQc6XWh3jfsDvBKng,Mint Clean Windows Cleaning,Westside,3111 S Valley View Blvd,89102,36.132,-115.192349,5,19,Home Cleaning;Home Services;Glass & Mirrors;Window Washing
158842,HW7zxZhaq01rqphUvae7cA,Crowbar,,6851 W Flamingo Rd,89103,36.1141,-115.241824688,4.5,10,Nightlife;Bars;Sports Bars
158860,QireHpuod14zMB_8vYn5Jg,Las Vegas Athletic Club,Westside,5200 W Sahara Ave,89146,36.1458,-115.2129496,3,92,Gyms;Active Life;Fitness & Instruction
158863,rd8NXOBTsASiXriuooki_A,"Domino's Pizza",,5355 S Decatur Blvd,89118,36.0923,-115.20848899999999,2.5,44,Pizza;Chicken Wings;Sandwiches;Restaurants
158879,UCUMrNWnySv3FXiV1YeoRA,Outside Inn Tavern,Southwest,7770 S Jones Blvd,89139,36.0482,-115.2250842,3.5,21,Bars;Nightlife
158880,FB4qtiB4--kt_PqPSowJTA,BF Sushi,Spring Valley,6375 S Rainbow Blvd,89118,36.0725,-115.24356499999999,4,34,Restaurants;Sushi Bars;Japanese
158892,FbfmMZ9fBW6KCeoVA-bhjA,Hi-Speed Fix - Cell phone & Computer repair,,5920 W Flamingo Rd,89103,36.1154,-115.2222804,3,6,Mobile Phone Repair;Local Services;IT Services & Computer Repair
158897,T4UG3LVktZ-rQOdT8NHjyQ,Cody Clark - State Farm Insurance Agent,Southwest,10550 Southern Highlands Pkwy,89141,35.9975,-115.20563259999999,1.5,13,Financial Services;Insurance
158898,67s2rTBZthHp8_M9bnGSxA,"Soul D'licious Seasonings",Westside,1725 S Rainbow Blvd,89146,36.1526,-115.2442777,5,7,Herbs & Spices;Food;Specialty Food
158915,YPCbxsAPYOo3kRMbhfxFzw,Subway,Northwest,7660 W Cheyenne Ave,89129,36.2192,-115.26247120000001,2.5,18,Restaurants;Fast Food;Sandwiches
158950,2YoAGpGknXbLvBizwyUkyw,bebe,The Strip,3663 S Las Vegas Blvd,89109,36.1094,-115.17271070000001,2,3,"Shopping;Shoe Stores;Women's Clothing;Accessories;Outlet Stores;Fashion"
158956,DrZoYsaxLul52AX6fG-4Ew,Lei Day Aloha Festival,Downtown,12 E Ogden Ave,89101,36.173,-115.14470949999999,4.5,3,Food;Specialty Food;Arts & Entertainment;Festivals
158976,vtxvMoQNRPvIuQZ0NJy7Rg,Ascendant Tattoo Studio,Southeast,5025 S Eastern Ave,89119,36.0976,-115.1196375,5,4,Tattoo;Beauty & Spas
159031,THlb6uQvEV_S7f16jAzdiQ,Fetish & Fantasy Halloween Ball,Eastside,4455 Paradise Rd,89169,36.109,-115.1538512,4,8,Arts & Entertainment;Music Venues;Nightlife
159039,PJxqFL-xUmUaCe2STc5VRA,Baskin-Robbins,Southwest,4360 Blue Diamond Rd,89139,36.0387,-115.1986027,3,43,Food;Ice Cream & Frozen Yogurt
159041,4VXIS8vpNzEysXZVN5xGDA,Las Americas,Downtown,2319 S Eastern Ave,89104,36.1452,-115.11866509999999,4,55,Restaurants;Peruvian
159048,FLEok0m47hl7CYStIWhsXA,Choice Cleaning Solutions,,6280 S Valley View Blvd,89118,36.0773,-115.18892199999999,3.5,3,Home Cleaning;Home Services
159053,uXIuRu-BANuzBkzKtu3XnA,Memphis Championship Barbecue,Westside,1401 S Rainbow Blvd,89146,36.1557,-115.24420400000001,3,46,Barbeque;Restaurants
159078,bffQssCZ-KpA_PPIu6Vysg,Chuck E Cheeses,Sunrise,350 N Nellis Blvd,89110,36.1663,-115.060835411,2.5,18,Pizza;Restaurants
159089,cd9bU_zxbmb-PU0UJogTcw,Kosher On The Go,,4825 W Flamingo Rd,89103,36.1148,-115.2069889,4.5,7,Kosher;Food;Caterers;Food Delivery Services;Event Planning & Services;Restaurants
159090,l3oWxCf7Y-X-fgAxNVR7-A,"Irene's Gaming Lounge",,6125 W Tropicana Ave,89103,36.0991,-115.2261243,2,6,Restaurants;Bars;Nightlife;American (Traditional)
159091,bltTHd3hXKdDUNndcSfqKg,Catherine Oh,,4850 W Flamingo Rd,89103,36.1168,-115.206177576,5,3,Skin Care;Eyelash Service;Beauty & Spas;Hair Salons;Permanent Makeup
159131,caKRXynM5bY922pGtQhvfQ,"Narong's Thai Kitchen",,4889 E Craig Rd,89115,36.2401,-115.0671549,4.5,49,Fast Food;Thai;Restaurants
159136,t-BogmVlO9o2TxH_ksE-HA,Kapamilya Asian Market,Southwest,8180 Blue Diamond Rd,89113,36.0209,-115.2695342,4,8,Food;Grocery;Ice Cream & Frozen Yogurt
159137,lXpa2Td7cWTku0KeeKKwrA,Jamba Juice,The Lakes,9091 W Sahara,89117,36.1434,-115.2906801,3.5,42,Food;Juice Bars & Smoothies
159138,qov0ZyFFLCIKM-9ewBqPjw,Rush Hour Tavern,,3985 E Sunset Rd,89120,36.0706,-115.087681062,4,12,Nightlife;Bars;American (Traditional);Restaurants
159160,-Tv5UZeFHdKz3RM9vOYpaw,"Milano's Pizzeria",Eastside,4640 Paradise Rd,89169,36.1054,-115.15064699999999,2.5,5,Restaurants;Pizza
159191,IymKoL6rgLy6UPyyi7mBlQ,Magic Mike Live,Eastside,4455 Paradise Rd,89169,36.1101,-115.15387140000001,4,81,Arts & Entertainment;Adult Entertainment;Nightlife;Performing Arts;Music Venues;Ticket Sales
159212,Gg8YHcUlZYH7LUKqRHoJFg,Castle Spa & Massage,Chinatown,5980 Spring Mountain Rd,89146,36.1255,-115.223274,3.5,16,Massage;Beauty & Spas;Saunas;Day Spas;Massage Therapy;Skin Care;Health & Medical
159223,pKk7jCFIm96qDdk0laVT2w,StripSteak,The Strip,3950 S Las Vegas Blvd,89119,36.0912,-115.176574392,4,1090,American (New);Cheesesteaks;Restaurants;Steakhouses
159234,CztQkxRXch0__MsSmB0tTw,ChiAm Restaurant,Westside,6300 W Charleston Blvd,89146,36.1595,-115.2308837,3.5,64,Restaurants;Fast Food;Chinese;Dim Sum
159236,xXb4lFBC2ULNzMRE3ThLBQ,The Wood Connection of Las Vegas,,9480 S Eastern Ave,89123,36.017,-115.117047767,4,11,Kids Activities;Home Decor;Event Planning & Services;Shopping;Home & Garden;Active Life;Venues & Event Spaces;Arts & Crafts
159255,A26hK0LDXOyRaIbDdbel9g,Emerald at Queensridge,Westside,891 S Rampart Blvd,89145,36.1633,-115.29344840000002,4,79,Venues & Event Spaces;Caterers;Wedding Planning;Event Planning & Services
159283,D05AYYIhdkTN1hk2PwYxJw,Isla Grille Filipino Cuisine,Spring Valley,6105 S Fort Apache Rd,89148,36.0763,-115.29799696100001,4,22,Filipino;Breakfast & Brunch;Restaurants
159317,MD2lokfrZ-2NlDMkKbgEPA,Villa Fresh Italian Kitchen,South Summerlin,11011 W Charleston Blvd,89135,36.1564,-115.33355619999999,2,23,Restaurants;Pizza
159318,Z1yvzAbs4fGC28s7WtUonA,"Ori'Zaba's Scratch Mexican Grill",South Summerlin,11015 Sage Park Dr,89135,36.1482,-115.333592556,3.5,64,Mexican;Restaurants
159325,d7fVRG0FPDqxInq7Mbps3Q,Hurricane Grill & Wings,Southwest,7775 S Rainbow Blvd,89139,36.0471,-115.24389199999999,3,9,Bars;Chicken Wings;Nightlife;Restaurants
159331,LnnO7quTjjdTUkCshSJnkA,Buffalo Exchange,University,4110 S Maryland Pkwy,89119,36.1139,-115.1369385,3,132,"Used;Vintage & Consignment;Fashion;Women's Clothing;Men's Clothing;Shopping"
159342,0hXf4uRaCo_HqbOYbpcGdQ,Power Up Gaming,Southeast,9890 S Maryland Pkwy,89138,36.0101,-115.135750398,5,14,LAN Centers;Arcades;Local Flavor;Shopping;Videos & Video Game Rental;Video Game Stores;Books;Mags;Music & Video;Arts & Entertainment
159363,X2iq34JAPa10k3U5lkZb6g,Jeff Mitchum Galleries,The Strip,3799 S Las Vegas Blvd,89109,36.1034,-115.16939620000001,4,5,Arts & Entertainment;Art Galleries;Shopping
159370,ltnr4KSq3xZmVAm-zr3_Pw,Rose Nail Bar,Summerlin,11700 W Charleston Blvd,89135,36.1601,-115.35008799999999,4,13,Nail Salons;Beauty & Spas
159372,C8f5OJ_UzLtoN1Ovu6JWRw,Kiesub Electronics,,3185 S Highland Dr,89109,36.1321,-115.1771578,3,10,Electronics;Shopping
159384,udM-A3HPBa0aesm120QTGw,Feel Salon,Eastside,953 E Sahara Ave,89104,36.1409,-115.14189072,5,4,Hair Salons;Nail Salons;Beauty & Spas
159388,qidvjS94WcKlrZ4sr0dk4g,Nutrition Rush,,4985 W Tropicana Ave,89103,36.1003,-115.20928866700001,2,12,Health & Medical;Weight Loss Centers;Food;Juice Bars & Smoothies;Ice Cream & Frozen Yogurt
159412,heCI3_2JZ6WQZdWSWHiNXA,Sand Dollar Lounge,Chinatown,3355 Spring Mountain Rd,89102,36.126,-115.1848366,4.5,11,Dive Bars;Arts & Entertainment;Bars;Nightlife;Jazz & Blues
159424,A6rPIkIzxIeriuI4FFwxnw,"Joey's Pizza",,3310 S Nellis Blvd,89121,36.1293,-115.06437733799999,3,51,Pizza;Sandwiches;Restaurants
159459,4xfon05LS_K1wLH1ip2rsQ,European Wax Center,Centennial,7080 N Durango Dr,89149,36.2898,-115.28566709999998,4.5,80,Waxing;Hair Removal;Beauty & Spas;Skin Care
159482,qphdsRyyXIF5zteq4od2YQ,Green Valley Grocery,Spring Valley,3711 S Fort Apache Rd,89147,36.122,-115.297668725,2,5,Automotive;Gas Stations
159483,6EnpCPvBT-sO5iKM-SpZ1g,Dealer Auto Glass of Las Vegas,Spring Valley,4705 S Durango Dr,89147,36.1034,-115.27965400000001,5,4,Auto Parts & Supplies;Automotive;Auto Glass Services;Windshield Installation & Repair
159498,oUX2bYbqjqST-urKbOHG6w,Loftti Cafe,Southwest,7729 S Rainbow Blvd,89139,36.0482,-115.244254716,4.5,180,Restaurants;Bubble Tea;Cafes;Sandwiches;Desserts;Shaved Ice;Juice Bars & Smoothies;Coffee & Tea;Food
159511,nZI9Lvo_qkJH5epaFJ3XvA,iRepairs Wireless,Chinatown,3735 Spring Mountain Rd,89102,36.1262,-115.18915159999999,4.5,130,Electronics Repair;IT Services & Computer Repair;Local Services
159542,3BVpZewrU4hNfahPHkg4Ag,Evergreen Dental,Chinatown,4355 Spring Mountain Rd,89102,36.1259,-115.19790400000001,2,10,Health & Medical;Dentists;General Dentistry
159545,AuQVBRfMYQIxbgNOnhlh5Q,Shoe In,,3131 S Las Vegas Blvd,89136,36.175,-115.136389,4.5,10,Shopping;Shoe Stores;Fashion
159604,VOAO6ip7GwK4McQZbRa60g,"Denny's",Spring Valley,9310 W Tropicana Ave,89147,36.1007,-115.295748191,2.5,93,Restaurants;Diners;American (Traditional);Breakfast & Brunch
159615,EcsUxHW1keLUl5w-3ZEbAw,"Dickey's Barbecue Pit",Spring Valley,5597 S Rainbow Blvd,89118,36.0874,-115.24358000000001,3.5,143,Barbeque;Restaurants
